participant,Mean IBI (s),SDNN (s),RMSSD (s),pNN50 (%)
9,0.46519924242424243,0.5462777210906852,0.7188502346437183,75.75757575757575
17,0.44953111111111116,0.08548379137388748,0.0893194576919727,8.88888888888889
19,0.5244504347826087,0.14538361810346587,0.13181167220631268,29.565217391304348
21,0.7527962025316456,0.31670798850925636,0.29946248127654934,58.22784810126582
23,0.5305303571428571,0.05255666642383954,0.024448736587413433,3.571428571428571
25,0.5493460176991151,0.06100152766895748,0.015515971034481222,1.7699115044247788
27,0.7497772151898734,0.2492097514952939,0.2896965611879136,65.82278481012658
29,0.7035287234042554,0.2610011301118195,0.3272924965219489,55.319148936170215
33,0.9601984375,0.27425469828028215,0.21422710468321313,70.3125
37,0.4891769841269841,0.35479071187416167,0.48643045644778465,64.28571428571429
39,0.7717267441860465,0.8868926531651039,1.1998982981412853,74.4186046511628
47,0.6011481132075471,0.11003392635578453,0.07273469598479099,13.20754716981132
